Thelephora_UDB0780190_TUF127314_ITS1_ITS2_Dominica;size=1	*
Thelephora_JX548257_ITS1_ITS2_Dominica;size=1	*
Thelephora_JX548254_ITS1_ITS2_Dominica;size=1	Thelephora_JX548257_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027628_TUE002018_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027662_TUE002018_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028056_TUE002021_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028283_TUE002021_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028472_TUE002022_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027904_TUE002020_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028207_TUE002021_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028306_TUE002021_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06028283_TUE002021_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06028317_TUE002021_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028513_TUE002022_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027703_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06028258_TUE002021_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028300_TUE002021_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028933_TUE002022_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027495_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027507_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027526_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027670_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027672_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027674_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027676_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027678_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027680_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027682_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027687_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027689_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027691_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027693_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027695_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027697_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027699_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027701_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027705_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027709_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027711_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027715_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027717_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06027719_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027685_TUE002018_ITS1_ITS2_Dominica;size=1
Thelephora_UDB06028404_TUE002022_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06028461_TUE002022_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027639_TUE002018_ITS1_ITS2_Dominica;size=1	*
Thelephora_UDB06027643_TUE002018_ITS1_ITS2_Dominica;size=1	Thelephora_UDB06027639_TUE002018_ITS1_ITS2_Dominica;size=1
